src_text,tgt_text,cosine_score
"Kabinete e lakatsa ho hopotsa Maafrika Borwa ho tswella le ho baballa motlakase bakeng sa ho fihlella morero wa ho baballa 1 000MW ka hara naha.
","Muvhuso u khou shumisana nga nḓila yavhuḓi na vha ha Eskom kha u vhona uri mushumo wa u lugiswa ha yunithi dzo itisaho uri hu swikiwe kha Luṱa lwa 6 lwa u khauwa ha muḓagasi nga u sielisana ha zwenezwino he ha khakhisa na mvelaphanḓa kha mbekanyamushumo ya u khwinisa nḓisedzo ya fulufulu kha shango u itwe nga u ṱavhanya.
",0.54296
"Ntshetsopele ya Infrastraktjha Letsholo la Afrika Borwa bakeng sa ho tsosolosa moruo le ho hlahisa mesebetsi le tswela pele ka matla.
","Mushumo muhulu u kati ngei Eskom wa u engedza Tshipiḓa tsha Vhuhone ha Fulufulu tsha Tshiimiswa itshi nga u engedza zwihulwane mushumo wa ndondolo ya tshiimiswa itshi, u shumiswa ha Tshubu dza Mutevheṱhanḓu wa Gese yo Vuleaho nga nḓila yo fhelelaho, u wana vhuṅwe vhubveledzi vhuswa ha muḓagasi wa u engedzedza u bva kha vhubindudzi ha phuraivethe kha zwi vusuluseaho khathihi na u engedza mafulo a u khwinifhadza Ndangulo ya Sia ḽa Ṱhoḓea u bva kha vhashumisi vha muḓagasi munzhi na vha miḓini.
",0.57439023
"Tabeng ena, Letona la Dipalangwang, Mofumahadi Sindi Chikunga le thakgotse letsholo lena bakeng sa Projeke ya Ashburton Interchange ya R.4-bilione, Masepaleng wa Msunduzi o KwaZulu-Natal, e tla ntlafatsa tsamaiso e se nang mathata ya thepa ho tloha Port of Durban ho kena naheng ena le lebatoweng la Ntshetsopele ya Badudi ba Afrika e Borwa (SADC).
","Zwiito zwa u tshinyadza ndaka zwi kha ḓi bvela phanḓa na u huvhadza themamveledziso ya Eskom, ngauralo, zwa u rumelwa ha miraḓo ya SANDF vha swikaho 880 hu tshi itelwa u linda zwiṱitshi zwa muḓagasi ndi tshipiḓa tsha maga a u thivhela ndingedzo dza u wisa giridi ya lushaka.
",0.691712
"Letona la Mesebetsi ya Setjhaba le Infrastraktjha, Monghadi Sihle Zikalala le nehelane ka maemakepe a manyane a fetang 13 ka palo a ntlafaditsweng ka Lenaneo la mmuso la R501 milione la Tokiso le Tlhokomelo ya Maemakepe a Manyane.
","Khabinethe yo ṱanganedza tsheo ya u ita khumbelo ya khaṱhululo kha tsheo ya zwenezwino yo dzhiiwaho nga Khothe Khulwane ya Pretoria ye ya ṋea ndaela vha ha Eskom ya uri vha si katele zwiimiswa zwa muvhuso, hu tshi katelwa na zwikolo, dzikiḽiniki, zwibadela na zwiṱitshi zwa mapholisa kha u kwamea nga maitele a u khauwa ha muḓagasi nga u sielisana zwo ḓitika nga masiandaitwa a khaṱhulo iyi.
",0.659375
"Ntjhafatso ya dikou tsena e tla eketsa bokgabane ba ona le ho thusa lekala la lehae la botshwasi le dikgwebo tse ding tsa lehae.
","Khabinethe i tama u tsivhudza vhadzulapo vha ḽa Afrika Tshipembe uri vha bvele phanḓa na u vhulunga muḓagasi u swika kha tshipikwa tsha lushaka tsha u vhulunga muḓagasi u swikaho 1000MMveledziso ya Themamveledziso
",0.5917199
"Leeto la Peholeihlo la Jagersfontein
","Fulo ḽa themamveledziso ya Afrika Tshipembe ḽo livhiswaho kha u u vusulusa ikonomi khathihi na u sika mishumo ḽi khou bvela phanḓa na u aluwa.
",0.582967
"Motlatsa-Moporesidente Paul Mashatile o ne a le leetong la peholeihlo Jagersfontein, Masepaleng wa Lehae wa Kopanong, Seterekeng sa Xhariep Freistata.
","Kha ḽeneḽi fhungo, ndi he Minisṱa wa Vhuendi, Vho Sindi Chikunga vha ita mushumo wa ndugiselo dza hune ha ḓo fhaṱiwa hone Thandela ya Ashburton Interchange i ḓuraho masheleni a linganaho R.4-biḽioni kha Masipala wa Msunduzi u re ngei kha ḽa KwaZulu-Natal, ine thandela iyi ya ḓo khwinisa u endedzwa ha thundu u bva Vhuimazwikepe ha Durban dzi tshi dzhena ngomu shangoni na kha dzingu ḽa SADMinisṱa wa Mishumo ya Muvhuso na Themamveledziso, Vho Sihle Zikalala vho ṋetshedza vhuimazwikepe vhuṱuku vhu swikaho 13 he ha vusuluswa hu tshi shumiswa masheleni a linganaho R501 miḽioni a bvaho kha Mbekanyamushumo ya muvhuso ya u Lugisa na u Ṱhogomela Vhuimazwikepe Vhuṱuku.
",0.63023823
"Tlaleho ka phepelo e hlwahlwa le e nang le tekano-tekano ya metsi, le ho lokisetsa botjha bodulo bakeng sa badudi ba neng ba anngwe ke koduwa e ileng ya bakwa ke ho phatloha ha lebota la letamo.
","Uhu u vusuluswa ha vhuimazwikepe uhu hu ḓo engedza mashumele aho khathihi na u shumela sekithara yapo ya zwa u rea khovhe hu tshi katelwa na dziṅwe sekhithara dzi re hone henefho kha ikonomi yapo nga nḓila ya khwine.
",0.65906274
"Kabinete e ipileditse dikhampaning tsohle tsa merafo ho ngodisa matamo a tsona a seretse dathabeising ya Lefapha la Metsi le Tsamaiso ya Dikgwerekgwere, ho netefatsa boimatahanyo le melawana ya polokeho ya matamo.
","Madalo a zwa vhulavhelesi ngei Jagersfontein
",0.5457979
"Lefapha la Metsi le Tsamaiso ya Dikgwerekgwere le ntse le ntjhafatsa dathabeisi ya matamo ohle a seretse ka hara naha a imatahanyang le dipehelo hore a nkuwe e le “Matamo a ka bang Kotsi.” Bakeng sa tlhahisoleseding e eketsehileng ka matamo a seretse o ka romela imeile ho EMAILTOKEN Indaba ya Bohahlaudi ya Afrika
","Muthusaphresidennde, Vho Paul Mashatile vho vha na madalo a vhulavhelesi ngei Jagersfontein, hu re kha Masipala Wapo wa Kopanong u re ngei kha Tshiṱiriki tsha Xhariep kha vunḓu ḽa Free State.
",0.64532423
"Indaba ya Bohahlaudi ya Afrika ya 2023 e tswela pele Setsing sa Matjhaba sa Dikopano sa Inkosi Albert Luthuli, Thekong, moo indasteri ya tsa bohahlaudi Afrika e emetsweng ke baemedi ba fapaneng, ba tswang dinaheng tse fetang 20 tsa Afrika tse nang le seabo sebokeng, le ho pepesa dihlahiswa tse fetang 350 tsa bohahlaudi.
","Muvhigo wa nga ha u ṋetshedzwa ha maḓi nga nḓila yo teaho nahone i linganaho khathihi na u pfuluselwa ha vhadzulapo vhe vha vha vho kwamea nga tshiwo tsha musi luvhondo lwa damu lu tshi wa, vha iswa fhethu ho teaho.
",0.6434947
"Ketsahalo ena ke lepatlelo la bohlokwa la ba sebetsang indastering ena la ho kopana, ba abelane maele le ho theha mekgwa ya tshebedisano e tla kgothaletsa kgolo.
","Khabinethe yo ita khuwelelo kha vha khamphani dzoṱhe dza zwa migodi ya uri vha ṅwalise milonga yavho yoṱhe kana madamu ane ha shululelwa khao masalela a zwibveledzwa zwa migodini kha dathabeizi ya Muhasho wa Maḓi na Vhuthathatshili u itela uri hu kone u vha na maitele a u tevhedza milayo ya tsireledzo ya madamu.
",0.5309858
"Afrika Borwa e motlotlo ka tshehetso eo mmuso o e nehang dikgwebo tse nyane, tse mahareng, tse kgolo, tsa basadi le tsa batjha lekaleng la bohahlaudi le boeti..Dipuo tsa Ditekanyetso Mafapha a mmuso a se a qadile ho teka dipuo tsa ona tsa ditekanyetso, tseo e leng tlaleho mmusong ya mosebetsi oo lefapha ka leng le o entseng selemong sa ditjhelete.
","Muhasho wa Maḓi na Vhuthathatshili zwazwino u kati na u vusulusa dathabeizi yawo ya madamu oṱhe a zwibveledzwa zwa migodini kana madamu ane ha shululelwa khao masalela a migodini kha shango ane a swikela ṱhoḓea dza u nga vhewa kha khethekanyo ya u vha” Madamu a re na Khohakhombo ya Vhutsireledzi”.
",0.65233403
"Lenaneo la Puo ya Ditekanyetso la Palamente le a fumaneha websaeteng ena: WEBTOKEN Sekejule sa Dipuo tsa Ditekanyetso (Dikomiti tse Atolositsweng tsa Setjhaba (EPC)) sa ho tloha ka la 16 Motsheanong 2023 ho isa ho la 19 Motsheanong 2023.EPC ya Diminerale le Eneji(Seboka le Boraditaba ka 13:00 se netefaditswe)16 Motsheanong 2023Good Hope Chamber 10:00 ho ya ho 15:15EPC ya Metsi le Tsamaiso ya Dikgwerekgwere(Seboka le Boraditaba ka 08:30-09:30 nako e tla netefatswa)16 Motsheanong 2023M4610:00 ho ya ho 12:15EPC ya Ditshebeletso tsa Setjhaba le Tsamaiso (EPC ya Sekolo Sa Mmuso sa Naha le Khomishene ya Tshebeletso ya Setjhaba(Seboka le Boraditaba 10:00-11:00 nako e tla netefatswa)16 Motsheanong 2023Good Hope Chamber14:00 ho ya ho 16:15EPC ya Ditshebeletso tsa Dikgokahanyo tsa Mmuso le Tlhahisoleding (Seboka le Boraditaba 12:00-13:00 nako e tla netefatswa)16 Motsheanong 2023M4614:00 ho ya ho 16:15EPC ya Ntshetsopele ya Dikgwebo tse Nyane(Seboka le Boraditaba 14:00-15:00 nako e tla netefatswa)16 Motsheanong 2023Good Hope Chamber16:30 ho ya ho 18:15EPC ya Matlotlo a Naha(Seboka le Boraditaba 15:00-16:00 nako e tla netefatswa)16 Motsheanong 2023M4616:30 ho ya ho 18:15EPC ya Dipalangwang(Seboka le Boraditaba 12:00-13:00 nako e tla netefatswa)17 Motsheanong 2023Good Hope Chamber15:00 ho ya ho 17:15EPC ya Dikgokahanyo le Ditheknoloji tsa Dijithale (Seboka le Boraditaba 11:00-12:00 nako e tla netefatswa)17 Motsheanong 2023M4615:00 ho ya ho 17:15EPC ya Merero ya Lehae(Seboka le Boraditaba 09:00-10:00 nako e tla netefatswa)17 Motsheanong 2023Good Hope Chamber17:30 ho ya ho 19:00EPC ya Thuto ya Motheo(Seboka le Boraditaba 09:00-10:00 nako e tla netefatswa)18 Motsheanong 2023Good Hope Chamber14:00 ho ya ho 16:15EPC ya Tlhabollo ya Batshwaruwa(Seboka le Boraditaba 11:00-12:00)18 Motsheanong 2023Good Hope Chamber16:30 ho ya ho 18:15EPC ya Meralo, Bodisa le Tekolo(Seboka le Boraditaba 10:00-11:00 nako e tla netefatswa)18 Motsheanong 2023M4616:30 ho ya ho 18:15Meru, Botshwasi le Tikoloho(Seboka le Boraditaba 08:30-09:30 nako e sa tla netefatswa)19 Motsheanong 2023Good Hope Chamber10:00 ho ya ho 12:15Tshireletso ya Puso(Seboka le Boraditaba 13:00 -14:00 nako e tla netefatswa)19 Motsheanong 2023M4610:00 ho ya ho 12:15.Thuso ya ho Lefa Melato ya Bomasepala Letona la ditjhelete le hlahisitse mokgwa wa thuso ya ho hlakola melato eo ka yona ho tla fediswa melato ya kgale ya bomasepala ho Eskom, mme sena se tla thusa bomasepala hore ba be le ditjhelete ba kgone ho nehelana ka ditshebeletso tsa motheo tse tshepahalang.
","U wana zwiṅwe zwidodombedzwa zwinzhi nga ha madamu a zwibveledzwa zwa migodini/ ane ha shululelwa khao masalela a migodini kha vha rumele imeiḽa kha EMAILTOKEN Indaba ya zwa u Enda ya Afrika
",0.6686533
"Ho lebeletswe hore bomasepala ba fihlelle dipehelo tse tiileng tse 33 hore ba lokele ho fuwa thuso ena.
","Indaba ya zwa u Enda ya Afrika ya ṅwaha wa 2023 zwazwino i kati ngei kha Senthara ya zwa Miṱangano ya Dzitshaka ya Inkosi Albert Luthuli i re fhaḽa ḓoroboni ya Durban, hune khayo ha vha na vhuimeleli ho fhambanaho ha nḓowetshumo ya zwa vhuendelamashango ha Afrika ho imelaho mashango a Afrika a fhiraho 20 ane a khou dzhenela na u ṱana zwibveledzwa zwa vhuendelamashango zwi fhiraho 350.
",0.5260807
"Dipehelo tsena di kenyeletsa bokgoni ba bomasepala ba ho bokella bonyane ba tjhelete e lebeletsweng ya ditshebeletso tsa phepelo ya motlakase le metsi ho se senngwe ha tjhelete yohle ya motlakase, metsi le ditshebeletso tsa tsamaiso ya dikgwerekgwere e bokelletsweng le ho lefa akhaonte ya Eskom pele, ebe ho latela akhaonte ya metsi a mangata pele ho etswa ditefello dife kapa dife tsa kgwedi..Lenaneo la Afrika Moporesidente Cyril Ramaphosa o bile le seabo Motjheng wa Lebatowa wa Peholeihlo wa bo-11 wa Karolo e Boemong bo Hodimo ya Tsela ya Kgotso, Tshireletso le Tshebedisano (PSC), wa naha ya Riphabliki ya Demokrasi ya Congo (DRC), Lebatoweng la Matsha a Maholo, Burundi, e le karolo ya ho ntshetsa pele Morero wa Afrika wa ho fedisa dintwa ka selemo sa 2030.
","Vhuṱambo uvhu vhu shuma sa luvhanḓe lwa ndeme kha vho gudelaho zwa nḓowetshumo iyi uri vha ṱangane, vha kovhelana nḓivho khathihi na u thoma vhushaka ha tshumisano hune ha ḓo ḓisa nyaluwo.
",0.6585665
"Moporesidente Cyril Ramaphosa o boetse a kenela Seboka sa Botho ba Dinaha tse Tharo se Ikgethang, Namibia.
","Afrika Tshipembe ḽi ḓihudza nga thikhedzo ine muvhuso wa i ṋea mabindu maṱuku, na a vhukati a langwaho nga vhafumakadzi na vhaswa kha sekithara ya zwa vhuendelamashango na mafunda..Vouthu dza Mugaganyagwama Mihasho ya muvhuso yo no thoma u ṋetshedza vouthu dza migaganyagwama yayo, zwine hezwi zwa vha nḓila ine mihasho ya sumbedza ngayo vhadzulapo mishumo ye ya i ita kha ṅwaha wonoyo wa muvhalelano.
",0.5381901
"Seboka se fumane tlaleho ya Mosebetsi wa Tekolo ya Tikoloho wa SADC ka Botjhabela ba DRC mme seboka sa shebisisa karabelo ya lebatowa maemong a tswellang le ho ama tshireletso le boemo ba batho sebakeng seo.
","Mbekanyamushumo ya Vouthu ya Mugaganyagwama ya Phalamennde i nga wanala kha webusaithi ine ya vha: WEBTOKEN Khanedzano dza Vouthu dza Mugaganyagwama (Komiti dza Muvhuso dzo Engedzwaho) Sheduḽu ya u bva nga ḽa 16 Shundunthule 2023 u swika ḽa 19 Shundunthule 2023.EPC ya Muhasho wa Zwiko zwa Minerala na Fulufulu(Nḓivhadzo ya Nyanḓadzamafhungo nga 13:00, Tshifhinga tshi kha ḓi ḓo Khwaṱhisedzwa)16 Shundunthule 2023Good Hope Chamber 10:00 u swika 15:15EPC ya Muhasho wa Maḓi na Vhuthathatshili (Nḓivhadzo ya Nyanḓadzamafhungo nga 08:30 u swika 09:30, Tshifhinga tshi kha ḓi ḓo Khwaṱhisedzwa)16 Shundunthule 2023M46 10:00 u swika 12:15EPC ya Muhasho wa Tshumelo ya Muvhuso na Ndaulo (Tshikolo tsha Lushaka tsha Muvhuso na Khomishini ya Tshumelo ya Muvhuso(Nḓivhadzo ya Nyanḓadzamafhungo nga 10:00-11:00, Tshifhinga tshi kha ḓi ḓo Khwaṱhisedzwa)16 Shundunthule 2023Good Hope Chamber 14:00 u swika 16:15EPC ya Muhasho wa Tshumelo ya Vhudavhidzani na Mafhungo(Nḓivhadzo ya Nyanḓadzamafhungo nga 12:00 u swika 13:00, Tshifhinga tshi kha ḓi ḓo Khwaṱhisedzwa)16 Shundunthule 2023M46 14:00 u swika 16:15EPC ya Muhasho wa Mveledziso ya Mabindu Maṱuku(Nḓivhadzo ya Nyanḓadzamafhungo nga 14:00-15:00, Tshifhinga tshi kha ḓi ḓo khwaṱhisedzwa)16 Shundunthule 2023Good Hope Chamber 16:30 u swika 18:15EPC ya Muhasho wa Vhufaragwama ha Lushaka(Nḓivhadzo ya Nyanḓadzamafhungo nga 15:00-16:00, Tshifhinga tshi kha ḓi ḓo khwaṱhisedzwa)16 Shundunthule 2023 M46 16:30 u swika 18:15EPC ya Muhasho wa Vhuendi(Nḓivhadzo ya Nyanḓadzamafhungo nga 12:00-13:00, Tshifhinga tshi kha ḓi ḓo khwaṱhisedzwa)17 Shundunthule 2023Good Hope Chamber 15:00 u swika 17:15EPC ya Muhasho wa Vhudavhidzani na Thekhinoḽodzhi dza Didzhithaḽa(Nḓivhadzo ya Nyanḓadzamafhungo nga 11:00-12:00, Tshifhinga tshi kha ḓi ḓo khwaṱhisedzwa)17 Shundunthule 2023M46 15:00 u swika 17:15EPC ya Muhasho wa Muno(Nḓivhadzo ya Nyanḓadzamafhungo nga 09:00-10:00, Tshifhinga tshi kha ḓi ḓo khwaṱhisedzwa)17 Shundunthule 2023Good Hope Chamber 17:30 u swika 19:00EPC ya Muhasho wa Pfunzo ya Mutheo(Nḓivhadzo ya Nyanḓadzamafhungo nga 09:00-10h00, Tshifhinga tshi kha ḓi ḓo khwaṱhisedzwa)18 Shundunthule 2023Good Hope Chamber 14:00 u swika 16:15EPC ya Muahsho wa Tshumelo dza Ndulamiso(Nḓivhadzo ya Nyanḓadzamafhungo nga 11:00-12:00)18 Shundunthule 2023Good Hope Chamber 16:30 u swika 18:15EPC ya Muhasho wa Vhupulani, Vhulavhelesi na Tsenguluso(Nḓivhadzo ya Nyanḓadzamafhungo nga 10:00-11:00, Tshifhinga tshi kha ḓi ḓo khwaṱhisedzwa)18 Shundunthule 2023 M46 16:30 u swika 18:15EPC ya Muhasho wa Maḓaka, Vhureakhovhe na Mupo(Nḓivhadzo ya Nyanḓadzamafhungo nga 08:30-09:30, Tshifhinga tsho khwaṱhisedzwa)19 Shundunthule 2023Good Hope Chamber 10:00 u swika 12:15EPC ya Muhasho wa Tsireledzo ya Muvhuso(Nḓivhadzo ya Nyanḓadzamafhungo nga 13:00 -14:00, Tshifhinga tshi kha ḓi ḓo khwaṱhisedzwa)19 Shundunthule 2023 M46 10:00 u swika 12:158.
",0.50973094
"Sebokeng seo ho dumellanwe ka hore AU e hokahanye maiteko a fapaneng a ho ntlafatsa poloko ya kgotso le mekutu ya ho ntlafatsa tshireletso Botjhabela ba DRKabinete e ananetse qaleho ya dipuisano tsa pele ho ditherisano pakeng tsa sesole sa Sudan le Rapid Support Forces, tse qadileng Jeddah, Saudi Arabia, ka la 6 Motsheanong 2023.
","Masheleni a Ṱhaḓulo ya Zwikolodo zwa Mimasipala Minisṱa wa Gwama vho ḓivhadza masheleni a ṱhaḓulo ya zwikolodo ane a ḓo shumiswa kha u phumula zwikolodo zwa kale zwa Mimasipala kha Eskom u itela u thusa kha u ita uri masheleni a mbuelo dza mimasipala a kone u shumiswa kha zwa nḓisedzo ya tshumelo dza mutheo dzine dza vha dza khwine.
",0.6659207
"Sudan e nang le kgotso le e buswang ke mmuso o kgethilweng ke batho e bohlokwa bakeng sa Sudan le lebatowa ka kakaretso le kontinente.
","Mimasipala i ḓo lavhelelwa uri i swikele ṱhoḓea dzi konḓaho dzine dza vha milayo ya 33 uri i kone u ṋewa thuso iyo ya masheleni ayo.
",0.5189544
"Kahoo kabinete e ipiletsa mahlakoreng ka bobedi ho rerisana ka tumellano e tla fedisa ntwa le tshotleho ya batho ba Sudan.
","Milayo iyi ndi ine ya katela u bvela phanḓa na tshikalo tsha vhukati tsha zwipikwa zwa u khuvhanganya mbuelo u bva kha tshumelo dza maḓi na muḓagasi u ṋea pfulufhedziso ya uri mbuelo dzoṱhe dzo kuvhanganyiwaho u bva kha tshumelo dza muḓagasi, maḓi na vhuthathatshili a dzi nga shumiselwi kha zwiṅwe zwithu khathihi na u thoma u badela tshikolodo tsha Eskom tsha zwino, tsha vhuvhili ha vha u badela akhaundu ya zwino ya maḓi phanḓa ha musi hu tshi nga itwa mbadelo ifhio na ifhio ya nga ṅwedzi..Adzhenda ya Afrika Phresidennde Vho Cyril Ramaphosa vho shela mulenzhe kha Tshipiḓa tsha Vhurangaphanḓa ha Maimo a Nṱha tsha vhu 11 tsha Maitele a zwa Vhulavhelesi ha Dzingu kha Muhanga wa zwa Mulalo, Vhutsireledzi na Tshumisano (PSC) hu tshi itelwa shango ḽa Riphabuḽiki ya Demokirasi ya Congo khathihi na kha Dzingu ḽa Great Lakes, ngei kha ḽa Burundi, sa tshipiḓa tsha u bveledza Adzhenda ya ḽa Afrika ya u fhumudza zwigidi nga ṅwaha wa 2030.
",0.45670426
"Kabinete e thabetse ho utlwa hore Maafrika Borwa ohle a neng a batla ho kgutlela hae ho tloha naheng ya Sudan e aparetsweng ke dikgohlano jwale a kgutletse lapeng, le ho kgotsofatswa ke thuso eo Afrika Borwa e nehelaneng ka yona ho dinaha tsa boahisani..Merero ya Kgwebisano Kabinete e amohetse tlaleho mabapi le dintshetsopele tsa merero ya kgwebisano, le ho lemoha hore kgweding ya Tlhakubele 2023 diyantle tsa Afrika Borwa dinaheng tse ding di ballwa ho R184 bilione.
","Phresidennde Vho Cyril Ramaphosa vho dovha hafhu vha dzhenela Samithi yo Engedzwaho ya Khethekanyo ya Vhararu i si ya Misi (Extraordinary Organ Troika Summit Plus) ngei Namibia.
",0.6533488
